"","agency","revenue_category","revenue_source","fund_class","funding_class","revenue_class","budget_fiscal_year","fiscal_year","adopted","modified","recognized","closing_classification_name"
"147","Department of Small Business Services","Federal Grants-Categorical","COMMUNITY DEVELOPMENT BLOCK GRANT","General Fund","FEDERAL - OTHER","HOUSING AND URBAN DEVELOPMENT","2010","2011","","","307496.88","Billed Revenue"
"148","Department of Small Business Services","Federal Grants-Categorical","WORKFORCE INVESTMENT ACT - ADULT","General Fund","FEDERAL - OTHER","LABOR","2010","2011","","","299679.7","Collected Revenue"
"149","Department of Small Business Services","Federal Grants-Categorical","WORKFORCE INVESTMENT ACT CENTRAL ADMINIS","General Fund","FEDERAL - OTHER","LABOR","2011","2011","","","296268.31","Collected Revenue"
"150","Department of Small Business Services","Federal Grants-Categorical","WORKFORCE INVESTMENT ACT CENTRAL ADMINIS","General Fund","FEDERAL - OTHER","LABOR","2011","2011","","","296268.31","Billed Revenue"
"151","Department of Small Business Services","Federal Grants-Categorical","W.I.A.  DISLOCATED WORKERS","General Fund","FEDERAL - OTHER","LABOR","2011","2011","","","294691.84","Billed Revenue"
"152","Department of Small Business Services","Federal Grants-Categorical","W.I.A.  DISLOCATED WORKERS","General Fund","FEDERAL - OTHER","LABOR","2011","2011","","","294691.84","Collected Revenue"
"153","Department of Small Business Services","Federal Grants-Categorical","WORKFORCE INVESTMENT ACT CENTRAL ADMINIS","General Fund","FEDERAL - OTHER","LABOR","2011","2011","","","294026.72","Collected Revenue"
"154","Department of Small Business Services","Federal Grants-Categorical","WORKFORCE INVESTMENT ACT CENTRAL ADMINIS","General Fund","FEDERAL - OTHER","LABOR","2011","2011","","","294026.72","Billed Revenue"
"155","Department of Small Business Services","CHARGES FOR SERVICES","OTHER SERVICES/FEES","General Fund","INTRA-CITY SALES","INTRA-CITY CHARGES","2011","2011","","","291669","Collected Revenue"
"156","Department of Small Business Services","Federal Grants-Categorical","W.I.A.  DISLOCATED WORKERS","General Fund","FEDERAL - OTHER","LABOR","2011","2011","","","289896.4","Billed Revenue"
"157","Department of Small Business Services","Federal Grants-Categorical","W.I.A.  DISLOCATED WORKERS","General Fund","FEDERAL - OTHER","LABOR","2011","2011","","","289896.4","Collected Revenue"
"158","Department of Small Business Services","CHARGES FOR SERVICES","OTHER SERVICES/FEES","General Fund","INTRA-CITY SALES","INTRA-CITY CHARGES","2011","2011","","","287378","Collected Revenue"
"159","Department of Small Business Services","State Grants-Categorical","HOLDING ACCT UNALLOC STE RECPT","General Fund","STATE","HOLDING ACCT-UNDISTRBTED CASH","2011","2011","","","286778.66","Collected Unearned Revenue Roll"
"160","Department of Small Business Services","Federal Grants-Categorical","TRADE ADJUSTMENT ASSISTANCE PROGRAM","General Fund","FEDERAL - OTHER","LABOR","2011","2011","","","286558.5","Collected Revenue"
"161","Department of Small Business Services","Federal Grants-Categorical","TRADE ADJUSTMENT ASSISTANCE PROGRAM","General Fund","FEDERAL - OTHER","LABOR","2011","2011","","","286558.5","Billed Revenue"
"162","Department of Small Business Services","Federal Grants-Categorical","WORKFORCE INVESTMENT ACT - ADULT","General Fund","FEDERAL - OTHER","LABOR","2010","2011","","","284763.54","Billed Revenue"
"163","Department of Small Business Services","Federal Grants-Categorical","WORKFORCE INVESTMENT ACT - ADULT","General Fund","FEDERAL - OTHER","LABOR","2010","2011","","","284763.54","Accounts Left In Old Year"
"164","Department of Small Business Services","Federal Grants-Categorical","WORKFORCE INVESTMENT ACT - ADULT","General Fund","FEDERAL - OTHER","LABOR","2011","2011","","","284763.54","Collected Revenue"
"165","Department of Small Business Services","Federal Grants-Categorical","WORKFORCE INVESTMENT ACT - ADULT","General Fund","FEDERAL - OTHER","LABOR","2010","2011","","","284763.54","Collected Revenue"
"166","Department of Small Business Services","Federal Grants-Categorical","TRADE ADJUSTMENT ASSISTANCE PROGRAM","General Fund","FEDERAL - OTHER","LABOR","2011","2011","","","284318.89","Billed Revenue"
"167","Department of Small Business Services","Federal Grants-Categorical","TRADE ADJUSTMENT ASSISTANCE PROGRAM","General Fund","FEDERAL - OTHER","LABOR","2011","2011","","","284318.89","Collected Revenue"
"168","Department of Small Business Services","Federal Grants-Categorical","WORKFORCE INVESTMENT ACT CENTRAL ADMINIS","General Fund","FEDERAL - OTHER","LABOR","2011","2011","","","283560.18","Billed Revenue"
"169","Department of Small Business Services","Federal Grants-Categorical","WORKFORCE INVESTMENT ACT CENTRAL ADMINIS","General Fund","FEDERAL - OTHER","LABOR","2011","2011","","","282250.99","Collected Revenue"
"170","Department of Small Business Services","Federal Grants-Categorical","WORKFORCE INVESTMENT ACT CENTRAL ADMINIS","General Fund","FEDERAL - OTHER","LABOR","2011","2011","","","282250.99","Billed Revenue"
"171","Department of Small Business Services","Federal Grants-Categorical","WORKFORCE INVESTMENT ACT CENTRAL ADMINIS","General Fund","FEDERAL - OTHER","LABOR","2011","2011","","","279789.85","Collected Revenue"
"172","Department of Small Business Services","Federal Grants-Categorical","WORKFORCE INVESTMENT ACT CENTRAL ADMINIS","General Fund","FEDERAL - OTHER","LABOR","2011","2011","","","279771.36","Billed Revenue"
"173","Department of Small Business Services","Federal Grants-Categorical","WORKFORCE INVESTMENT ACT CENTRAL ADMINIS","General Fund","FEDERAL - OTHER","LABOR","2011","2011","","","279771.36","Collected Revenue"
"174","Department of Small Business Services","Federal Grants-Categorical","WORKFORCE INVESTMENT ACT - ADULT","General Fund","FEDERAL - OTHER","LABOR","2010","2011","","","279213.43","Collected Revenue"
"175","Department of Small Business Services","Federal Grants-Categorical","W.I.A.  DISLOCATED WORKERS","General Fund","FEDERAL - OTHER","LABOR","2010","2011","","","278950.32","Accounts Left In Old Year"
"176","Department of Small Business Services","Federal Grants-Categorical","WORKFORCE INVESTMENT ACT CENTRAL ADMINIS","General Fund","FEDERAL - OTHER","LABOR","2011","2011","","","278632.18","Billed Revenue"
"177","Department of Small Business Services","Federal Grants-Categorical","WORKFORCE INVESTMENT ACT CENTRAL ADMINIS","General Fund","FEDERAL - OTHER","LABOR","2011","2011","","","278208.62","Collected Revenue"
"178","Department of Small Business Services","Federal Grants-Categorical","WORKFORCE INVESTMENT ACT CENTRAL ADMINIS","General Fund","FEDERAL - OTHER","LABOR","2011","2011","","","270547.79","Billed Revenue"
"179","Department of Small Business Services","Federal Grants-Categorical","WORKFORCE INVESTMENT ACT - ADULT","General Fund","FEDERAL - OTHER","LABOR","2010","2011","","","270237.63","Collected Revenue"
"180","Department of Small Business Services","Federal Grants-Categorical","COMMUNITY DEVELOPMENT BLOCK GRANT","General Fund","FEDERAL - OTHER","HOUSING AND URBAN DEVELOPMENT","2008","2011","","","267849.44","Collected Revenue"
"181","Department of Small Business Services","Federal Grants-Categorical","WORKFORCE INVESTMENT ACT CENTRAL ADMINIS","General Fund","FEDERAL - OTHER","LABOR","2011","2011","","","265706.16","Collected Revenue"
"182","Department of Small Business Services","Federal Grants-Categorical","WORKFORCE INVESTMENT ACT CENTRAL ADMINIS","General Fund","FEDERAL - OTHER","LABOR","2011","2011","","","265706.16","Billed Revenue"
"183","Department of Small Business Services","Federal Grants-Categorical","W.I.A.  DISLOCATED WORKERS","General Fund","FEDERAL - OTHER","LABOR","2010","2011","","","259891.86","Collected Revenue"
"184","Department of Small Business Services","Federal Grants-Categorical","WORKFORCE INVESTMENT ACT - ADULT","General Fund","FEDERAL - OTHER","LABOR","2011","2011","","","255782.85","Billed Revenue"
"185","Department of Small Business Services","Federal Grants-Categorical","W.I.A.  DISLOCATED WORKERS","General Fund","FEDERAL - OTHER","LABOR","2011","2011","","","255768.81","Billed Revenue"
"186","Department of Small Business Services","Federal Grants-Categorical","W.I.A.  DISLOCATED WORKERS","General Fund","FEDERAL - OTHER","LABOR","2010","2011","","","248253.26","Collected Revenue"
"187","Department of Small Business Services","Federal Grants-Categorical","WORKFORCE INVESTMENT ACT CENTRAL ADMINIS","General Fund","FEDERAL - OTHER","LABOR","2010","2011","","","247880.06","Collected Revenue"
"188","Department of Small Business Services","Federal Grants-Categorical","WORKFORCE INVESTMENT ACT - ADULT","General Fund","FEDERAL - OTHER","LABOR","2011","2011","","","246453.45","Billed Revenue"
"189","Department of Small Business Services","Federal Grants-Categorical","WORKFORCE INVESTMENT ACT - ADULT","General Fund","FEDERAL - OTHER","LABOR","2011","2011","","","246453.45","Collected Revenue"
"190","Department of Small Business Services","LICENS. PERM. PRIV, FRANCHISES","PRIVILEGES - OTHER","General Fund","CITY FUNDS","FRANCHISES AND PRIVILEGES","2011","2011","","","242500","Collected Revenue"
"191","Department of Small Business Services","LICENS. PERM. PRIV, FRANCHISES","PRIVILEGES - OTHER","General Fund","CITY FUNDS","FRANCHISES AND PRIVILEGES","2011","2011","","","242500","Collected Revenue"
"192","Department of Small Business Services","LICENS. PERM. PRIV, FRANCHISES","PRIVILEGES - OTHER","General Fund","CITY FUNDS","FRANCHISES AND PRIVILEGES","2011","2011","","","242500","Collected Revenue"
"193","Department of Small Business Services","LICENS. PERM. PRIV, FRANCHISES","PRIVILEGES - OTHER","General Fund","CITY FUNDS","FRANCHISES AND PRIVILEGES","2011","2011","","","242500","Collected Revenue"
"194","Department of Small Business Services","Federal Grants-Categorical","W.I.A.  DISLOCATED WORKERS","General Fund","FEDERAL - OTHER","LABOR","2010","2011","","","238048.61","Collected Revenue"
"195","Department of Small Business Services","Federal Grants-Categorical","W.I.A.  DISLOCATED WORKERS","General Fund","FEDERAL - OTHER","LABOR","2011","2011","","","233851.55","Collected Revenue"
"196","Department of Small Business Services","Federal Grants-Categorical","W.I.A.  DISLOCATED WORKERS","General Fund","FEDERAL - OTHER","LABOR","2011","2011","","","233851.55","Billed Revenue"
"197","Department of Small Business Services","Federal Grants-Categorical","W.I.A.  DISLOCATED WORKERS","General Fund","FEDERAL - OTHER","LABOR","2011","2011","","","233158.43","Collected Revenue"
"198","Department of Small Business Services","Federal Grants-Categorical","W.I.A.  DISLOCATED WORKERS","General Fund","FEDERAL - OTHER","LABOR","2010","2011","","","232845.15","Collected Revenue"
"199","Department of Small Business Services","Federal Grants-Categorical","WORKFORCE INVESTMENT ACT - ADULT","General Fund","FEDERAL - OTHER","LABOR","2011","2011","","","232483.34","Billed Revenue"
"200","Department of Small Business Services","Federal Grants-Categorical","WORKFORCE INVESTMENT ACT - ADULT","General Fund","FEDERAL - OTHER","LABOR","2011","2011","","","232483.34","Collected Revenue"
"201","Department of Small Business Services","CHARGES FOR SERVICES","RENTALS:  OTHER","General Fund","CITY FUNDS","RENTAL INCOME","2011","2011","","","226250","Collected Revenue"
"202","Department of Small Business Services","CHARGES FOR SERVICES","RENTALS:  OTHER","General Fund","CITY FUNDS","RENTAL INCOME","2011","2011","","","226250","Collected Revenue"
"203","Department of Small Business Services","CHARGES FOR SERVICES","RENTALS:  OTHER","General Fund","CITY FUNDS","RENTAL INCOME","2011","2011","","","226250","Collected Revenue"
"204","Department of Small Business Services","CHARGES FOR SERVICES","RENTALS:  OTHER","General Fund","CITY FUNDS","RENTAL INCOME","2011","2011","","","226250","Collected Revenue"
"205","Department of Small Business Services","Federal Grants-Categorical","WORKFORCE INVESTMENT ACT - ADULT","General Fund","FEDERAL - OTHER","LABOR","2011","2011","","","224266.08","Collected Revenue"
"206","Department of Small Business Services","CHARGES FOR SERVICES","OTHER SERVICES/FEES","General Fund","INTRA-CITY SALES","INTRA-CITY CHARGES","2011","2011","","","220500","Collected Revenue"
"207","Department of Small Business Services","Federal Grants-Categorical","WORKFORCE INVESTMENT ACT - ADULT","General Fund","FEDERAL - OTHER","LABOR","2011","2011","","","216591.98","Billed Revenue"
"208","Department of Small Business Services","Federal Grants-Categorical","W.I.A.  DISLOCATED WORKERS","General Fund","FEDERAL - OTHER","LABOR","2011","2011","","","215773.97","Billed Revenue"
"209","Department of Small Business Services","Federal Grants-Categorical","TRADE ADJUSTMENT ASSISTANCE PROGRAM","General Fund","FEDERAL - OTHER","LABOR","2011","2011","","","215613.5","Billed Revenue"
"210","Department of Small Business Services","Federal Grants-Categorical","TRADE ADJUSTMENT ASSISTANCE PROGRAM","General Fund","FEDERAL - OTHER","LABOR","2011","2011","","","215613.5","Collected Revenue"
"211","Department of Small Business Services","Federal Grants-Categorical","WORKFORCE INVESTMENT ACT - ADULT","General Fund","FEDERAL - OTHER","LABOR","2011","2011","","","209683.76","Collected Revenue"
"212","Department of Small Business Services","Federal Grants-Categorical","WORKFORCE INVESTMENT ACT - ADULT","General Fund","FEDERAL - OTHER","LABOR","2011","2011","","","209683.76","Billed Revenue"
"213","Department of Small Business Services","State Grants-Categorical","HOLDING ACCT UNALLOC STE RECPT","General Fund","STATE","HOLDING ACCT-UNDISTRBTED CASH","2011","2011","","","209474.83","Collected Unearned Revenue Roll"
"214","Department of Small Business Services","Federal Grants-Categorical","WORKFORCE INVESTMENT ACT CENTRAL ADMINIS","General Fund","FEDERAL - OTHER","LABOR","2011","2011","","","207820.98","Collected Revenue"
"215","Department of Small Business Services","Federal Grants-Categorical","W.I.A.  DISLOCATED WORKERS","General Fund","FEDERAL - OTHER","LABOR","2010","2011","","","206564.68","Accounts Left In Old Year"
"216","Department of Small Business Services","Federal Grants-Categorical","WORKFORCE INVESTMENT ACT - ADULT","General Fund","FEDERAL - OTHER","LABOR","2011","2011","","","203168.5","Unbilled Revenue"
"217","Department of Small Business Services","Federal Grants-Categorical","W.I.A.  DISLOCATED WORKERS","General Fund","FEDERAL - OTHER","LABOR","2011","2011","","","202266.07","Collected Revenue"
"218","Department of Small Business Services","Federal Grants-Categorical","W.I.A.  DISLOCATED WORKERS","General Fund","FEDERAL - OTHER","LABOR","2011","2011","","","202266.07","Billed Revenue"
"219","Department of Small Business Services","Federal Grants-Categorical","WORKFORCE INVESTMENT ACT - ADULT","General Fund","FEDERAL - OTHER","LABOR","2011","2011","","","197381.71","Billed Revenue"
"220","Department of Small Business Services","CHARGES FOR SERVICES","OTHER SERVICES/FEES","General Fund","INTRA-CITY SALES","INTRA-CITY CHARGES","2011","2011","","","193097.3","Collected Revenue"
"221","Department of Small Business Services","Federal Grants-Categorical","RECOVERY ACT JUSTICE ASSISTANCE LOCAL","General Fund","FEDERAL - OTHER","JUSTICE","2010","2011","","","188271","Collected Revenue"
