"","agency","revenue_category","revenue_source","fund_class","funding_class","revenue_class","budget_fiscal_year","fiscal_year","adopted","modified","recognized","closing_classification_name"
"133","Department of Youth and Community Development","Federal Grants and Contracts-Categorical","WORKFORCE INVESTMENT ACT CENTRAL ADMINIS","General Fund","FEDERAL - OTHER","LABOR","2022","2022","2450534","2450534","156947.77","Collected Revenue"
"134","Department of Youth and Community Development","Federal Grants and Contracts-Categorical","WORKFORCE INVESTMENT ACT CENTRAL ADMINIS","General Fund","FEDERAL - OTHER","LABOR","2022","2022","2450534","2450534","156947.77","Billed Revenue"
"135","Department of Youth and Community Development","Federal Grants and Contracts-Categorical","CHILD AND ADULT CARE FOOD PROGRAM","General Fund","FEDERAL - OTHER","AGRICULTURE","2022","2022","0","3910000","155650.68","Collected Revenue"
"136","Department of Youth and Community Development","Federal Grants and Contracts-Categorical","CHILD AND ADULT CARE FOOD PROGRAM","General Fund","FEDERAL - OTHER","AGRICULTURE","2022","2022","0","3910000","155650.68","Collected Unearned Revenue Roll"
"137","Department of Youth and Community Development","Federal Grants and Contracts-Categorical","WORKFORCE INVESTMENT ACT CENTRAL ADMINIS","General Fund","FEDERAL - OTHER","LABOR","2022","2023","2450534","1461682","155523.3","Collected Revenue"
"138","Department of Youth and Community Development","Federal Grants and Contracts-Categorical","WORKFORCE INVESTMENT ACT CENTRAL ADMINIS","General Fund","FEDERAL - OTHER","LABOR","2022","2022","2450534","1461682","155523.3","Billed Revenue"
"139","Department of Youth and Community Development","Federal Grants and Contracts-Categorical","CHILD AND ADULT CARE FOOD PROGRAM","General Fund","FEDERAL - OTHER","AGRICULTURE","2022","2023","0","3910000","149865.16","Collected Revenue"
"140","Department of Youth and Community Development","Federal Grants and Contracts-Categorical","WORKFORCE INVESTMENT ACT CENTRAL ADMINIS","General Fund","FEDERAL - OTHER","LABOR","2022","2022","2450534","2450534","148454.63","Collected Revenue"
"141","Department of Youth and Community Development","Federal Grants and Contracts-Categorical","WORKFORCE INVESTMENT ACT CENTRAL ADMINIS","General Fund","FEDERAL - OTHER","LABOR","2022","2022","2450534","2450534","148454.63","Billed Revenue"
"142","Department of Youth and Community Development","Federal Grants and Contracts-Categorical","WORKFORCE INVESTMENT ACT CENTRAL ADMINIS","General Fund","FEDERAL - OTHER","LABOR","2022","2022","2450534","2450534","143943.15","Collected Revenue"
"143","Department of Youth and Community Development","Federal Grants and Contracts-Categorical","WORKFORCE INVESTMENT ACT CENTRAL ADMINIS","General Fund","FEDERAL - OTHER","LABOR","2022","2022","2450534","2450534","143943.15","Billed Revenue"
"144","Department of Youth and Community Development","Non-Governmental Grants","PRIVATE GRANTS","General Fund","OTHER CATEGORICAL","NONGOVT GRANTS-OTHER","2022","2023","319316","390176","142480.13","Collected Revenue"
"145","Department of Youth and Community Development","Federal Grants and Contracts-Categorical","COMMUNITY SERVICE BLOCK GRANT","General Fund","FEDERAL - OTHER","Health and Human Services","2022","2022","33482403","35856153","125226.2","Collected Revenue"
"146","Department of Youth and Community Development","Federal Grants and Contracts-Categorical","W.I.A. IN SCHOOL YOUTH","General Fund","FEDERAL - OTHER","LABOR","2022","2022","5513702","5513702","116458.8","Collected Revenue"
"147","Department of Youth and Community Development","Federal Grants and Contracts-Categorical","W.I.A. IN SCHOOL YOUTH","General Fund","FEDERAL - OTHER","LABOR","2022","2022","5513702","5513702","116458.8","Billed Revenue"
"148","Department of Youth and Community Development","State Grants and Contracts-Categorical","STATE AID FOR YOUTH SERVICES","General Fund","STATE","YOUTH","2022","2024","3930745","4968487","115000","Collected Revenue"
"149","Department of Youth and Community Development","State Grants and Contracts-Categorical","STATE AID FOR YOUTH SERVICES","General Fund","STATE","YOUTH","2022","2022","3930745","4968487","115000","Billed Revenue"
"150","Department of Youth and Community Development","Federal Grants and Contracts-Categorical","WORKFORCE INVESTMENT ACT CENTRAL ADMINIS","General Fund","FEDERAL - OTHER","LABOR","2022","2022","2450534","1461682","113600","Unbilled Revenue"
"151","Department of Youth and Community Development","Federal Grants and Contracts-Categorical","W.I.A. IN SCHOOL YOUTH","General Fund","FEDERAL - OTHER","LABOR","2022","2022","5513702","5513702","111400.97","Collected Revenue"
"152","Department of Youth and Community Development","Federal Grants and Contracts-Categorical","W.I.A. IN SCHOOL YOUTH","General Fund","FEDERAL - OTHER","LABOR","2022","2022","5513702","5513702","111400.97","Billed Revenue"
"153","Department of Youth and Community Development","Federal Grants and Contracts-Categorical","W.I.A. IN SCHOOL YOUTH","General Fund","FEDERAL - OTHER","LABOR","2022","2023","5513702","5303409","108306.67","Collected Revenue"
"154","Department of Youth and Community Development","Federal Grants and Contracts-Categorical","W.I.A. IN SCHOOL YOUTH","General Fund","FEDERAL - OTHER","LABOR","2022","2022","5513702","5303409","108306.67","Billed Revenue"
"155","Department of Youth and Community Development","Federal Grants and Contracts-Categorical","W.I.A. OUT OF SCHOOL YOUTH","General Fund","FEDERAL - OTHER","LABOR","2022","2022","16541104","16503608","107400.51","Collected Revenue"
"156","Department of Youth and Community Development","Federal Grants and Contracts-Categorical","W.I.A. OUT OF SCHOOL YOUTH","General Fund","FEDERAL - OTHER","LABOR","2022","2022","16541104","16503608","107400.51","Billed Revenue"
"157","Department of Youth and Community Development","Federal Grants and Contracts-Categorical","CHILD AND ADULT CARE FOOD PROGRAM","General Fund","FEDERAL - OTHER","AGRICULTURE","2022","2023","0","3910000","105111.73","Collected Revenue"
"158","Department of Youth and Community Development","Federal Grants and Contracts-Categorical","CHILD AND ADULT CARE FOOD PROGRAM","General Fund","FEDERAL - OTHER","AGRICULTURE","2022","2023","0","1059379","102369.2","Collected Revenue"
"159","Department of Youth and Community Development","Federal Grants and Contracts-Categorical","CHILD AND ADULT CARE FOOD PROGRAM","General Fund","FEDERAL - OTHER","AGRICULTURE","2022","2022","0","3910000","99488.04","Collected Revenue"
"160","Department of Youth and Community Development","Federal Grants and Contracts-Categorical","CHILD AND ADULT CARE FOOD PROGRAM","General Fund","FEDERAL - OTHER","AGRICULTURE","2022","2022","0","3910000","99488.04","Collected Unearned Revenue Roll"
"161","Department of Youth and Community Development","Federal Grants and Contracts-Categorical","CHILD AND ADULT CARE FOOD PROGRAM","General Fund","FEDERAL - OTHER","AGRICULTURE","2022","2022","0","0","89355.62","Collected Unearned Revenue Roll"
"162","Department of Youth and Community Development","Federal Grants and Contracts-Categorical","CHILD AND ADULT CARE FOOD PROGRAM","General Fund","FEDERAL - OTHER","AGRICULTURE","2022","2022","0","0","87031.67","Collected Unearned Revenue Roll"
"163","Department of Youth and Community Development","Federal Grants and Contracts-Categorical","W.I.A.  DISLOCATED WORKERS","General Fund","FEDERAL - OTHER","LABOR","2022","2022","0","2307500","80167","Collected Unearned Revenue Roll"
"164","Department of Youth and Community Development","Federal Grants and Contracts-Categorical","TEMPORARY ASSISTANCE FOR NEEDY FAMILIES","General Fund","FEDERAL - OTHER","Health and Human Services","2022","2022","0","23364642","80167","Collected Unearned Revenue Roll"
"165","Department of Youth and Community Development","Federal Grants and Contracts-Categorical","W.I.A.  DISLOCATED WORKERS","General Fund","FEDERAL - OTHER","LABOR","2022","2022","0","2307500","80167","Collected Revenue"
"166","Department of Youth and Community Development","Federal Grants and Contracts-Categorical","W.I.A. IN SCHOOL YOUTH","General Fund","FEDERAL - OTHER","LABOR","2022","2022","5513702","5513702","71341.51","Collected Revenue"
"167","Department of Youth and Community Development","Federal Grants and Contracts-Categorical","W.I.A. IN SCHOOL YOUTH","General Fund","FEDERAL - OTHER","LABOR","2022","2022","5513702","5513702","71341.51","Billed Revenue"
"168","Department of Youth and Community Development","Federal Grants and Contracts-Categorical","CHILD AND ADULT CARE FOOD PROGRAM","General Fund","FEDERAL - OTHER","AGRICULTURE","2022","2022","0","3910000","69634.48","Collected Unearned Revenue Roll"
"169","Department of Youth and Community Development","Federal Grants and Contracts-Categorical","Youth Homelessness Demonstration Program","General Fund","FEDERAL - OTHER","HOUSING AND URBAN DEVELOPMENT","2022","2023","0","80000","60000","Collected Revenue"
"170","Department of Youth and Community Development","Federal Grants and Contracts-Categorical","Youth Homelessness Demonstration Program","General Fund","FEDERAL - OTHER","HOUSING AND URBAN DEVELOPMENT","2022","2022","0","80000","60000","Billed Revenue"
"171","Department of Youth and Community Development","CHARGES FOR SERVICES","OTHER SERVICES/FEES","General Fund","INTRA-CITY SALES","INTRA-CITY CHARGES","2022","2022","0","73500","58966.38","Collected Revenue"
"172","Department of Youth and Community Development","Non-Governmental Grants","PRIVATE GRANTS","General Fund","OTHER CATEGORICAL","NONGOVT GRANTS-OTHER","2022","2023","319316","390176","43394.51","Collected Revenue"
"173","Department of Youth and Community Development","CHARGES FOR SERVICES","OTHER SERVICES/FEES","General Fund","INTRA-CITY SALES","INTRA-CITY CHARGES","2022","2022","3556","159296","35083.38","Collected Revenue"
"174","Department of Youth and Community Development","Non-Governmental Grants","PRIVATE GRANTS","General Fund","OTHER CATEGORICAL","NONGOVT GRANTS-OTHER","2022","2023","319316","390176","33864.83","Collected Revenue"
"175","Department of Youth and Community Development","Non-Governmental Grants","PRIVATE GRANTS","General Fund","OTHER CATEGORICAL","NONGOVT GRANTS-OTHER","2022","2023","319316","390176","33223.53","Collected Revenue"
"176","Department of Youth and Community Development","Non-Governmental Grants","PRIVATE GRANTS","General Fund","OTHER CATEGORICAL","NONGOVT GRANTS-OTHER","2022","2022","319316","390176","30630","Collected Revenue"
"177","Department of Youth and Community Development","Non-Governmental Grants","PRIVATE GRANTS","General Fund","OTHER CATEGORICAL","NONGOVT GRANTS-OTHER","2022","2023","319316","390176","30630","Billed Revenue"
"178","Department of Youth and Community Development","Non-Governmental Grants","PRIVATE GRANTS","General Fund","OTHER CATEGORICAL","NONGOVT GRANTS-OTHER","2022","2023","319316","390176","30630","Collected Revenue"
"179","Department of Youth and Community Development","Non-Governmental Grants","PRIVATE GRANTS","General Fund","OTHER CATEGORICAL","NONGOVT GRANTS-OTHER","2022","2022","319316","390176","30630","Billed Revenue"
"180","Department of Youth and Community Development","Federal Grants and Contracts-Categorical","COMMUNITY SERVICE BLOCK GRANT","General Fund","FEDERAL - OTHER","Health and Human Services","2022","2022","33482403","35856153","28931.8","Collected Unearned Revenue Roll"
"181","Department of Youth and Community Development","Federal Grants and Contracts-Categorical","COMMUNITY SERVICE BLOCK GRANT","General Fund","FEDERAL - OTHER","Health and Human Services","2022","2023","33482403","37402718","26931.5","Collected Revenue"
"182","Department of Youth and Community Development","Federal Grants and Contracts-Categorical","COMMUNITY SERVICE BLOCK GRANT","General Fund","FEDERAL - OTHER","Health and Human Services","2022","2023","33482403","37402718","26931.5","Billed Revenue"
"183","Department of Youth and Community Development","Non-Governmental Grants","PRIVATE GRANTS","General Fund","OTHER CATEGORICAL","NONGOVT GRANTS-OTHER","2022","2022","0","0","26000","Collected Unearned Revenue Roll"
"184","Department of Youth and Community Development","Non-Governmental Grants","PRIVATE GRANTS","General Fund","OTHER CATEGORICAL","NONGOVT GRANTS-OTHER","2022","2022","0","0","25000","Collected Unearned Revenue Roll"
"185","Department of Youth and Community Development","Federal Grants and Contracts-Categorical","Youth Homelessness Demonstration Program","General Fund","FEDERAL - OTHER","HOUSING AND URBAN DEVELOPMENT","2022","2023","0","80000","20000","Collected Revenue"
"186","Department of Youth and Community Development","Federal Grants and Contracts-Categorical","Youth Homelessness Demonstration Program","General Fund","FEDERAL - OTHER","HOUSING AND URBAN DEVELOPMENT","2022","2022","0","80000","20000","Billed Revenue"
"187","Department of Youth and Community Development","CHARGES FOR SERVICES","OTHER SERVICES/FEES","General Fund","INTRA-CITY SALES","INTRA-CITY CHARGES","2022","2022","3556","159296","15610.74","Collected Revenue"
"188","Department of Youth and Community Development","Federal Grants and Contracts-Categorical","CHILD AND ADULT CARE FOOD PROGRAM","General Fund","FEDERAL - OTHER","AGRICULTURE","2022","2022","0","3910000","14900.47","Collected Revenue"
"189","Department of Youth and Community Development","CHARGES FOR SERVICES","OTHER SERVICES/FEES","General Fund","INTRA-CITY SALES","INTRA-CITY CHARGES","2022","2022","3556","187802","14253","Collected Revenue"
"190","Department of Youth and Community Development","CHARGES FOR SERVICES","OTHER SERVICES/FEES","General Fund","INTRA-CITY SALES","INTRA-CITY CHARGES","2022","2022","3556","187802","14253","Collected Revenue"
