"Adopted","Agency","Budget Fiscal Year","Closing Classification Name","Fiscal Year","Fund Class","Funding Class","Modified","Recognized","Revenue Category","Revenue Class","Revenue Source"\
0.00,Police Department,2016,Billed Revenue,2016,General Fund,OTHER CATEGORICAL,0.00,-35096.39,Non-Governmental Grants,NONGOVT GRANTS-HIGHWAYS & STS,TEA- CITY WIDE CONSTRUCTION PROJECT
0.00,Police Department,2016,Billed Revenue,2016,General Fund,OTHER CATEGORICAL,444268.00,-35096.89,Non-Governmental Grants,NONGOVT GRANTS-HIGHWAYS & STS,TEA- CITY WIDE CONSTRUCTION PROJECT
437515.00,Housing Preservation and Development,2016,Collected Unearned Revenue Roll,2016,General Fund,FEDERAL - OTHER,437515.00,-35097.00,Federal Grants-Categorical,HOUSING AND URBAN DEVELOPMENT,SHELTER PLUS CARE
383404.00,Department of Health and Mental Hygiene,2016,Collected Unearned Revenue Roll,2017,General Fund,STATE,383404.00,-35110.00,State Grants-Categorical,MENTAL HEALTH,MEDICATION GRANT PROGRAM
1760376000.00,Mayoralty,2016,Collected Revenue,2016,General Fund,CITY FUNDS,1760376000.00,-35123.59,TAXES,GENERAL PROPERTY TAXES,REAL PROP TAX 4TH QUART
1779139000.00,Mayoralty,2016,Collected Revenue,2016,General Fund,CITY FUNDS,1805238000.00,-35127.21,TAXES,GENERAL PROPERTY TAXES,REAL PROP TAX 2ND QUART
0.00,Department of Health and Mental Hygiene,2016,Collected Unearned Revenue Roll,2016,General Fund,FEDERAL - OTHER,475835.00,-35127.73,Federal Grants-Categorical,JUSTICE,NATIONAL INSTITUTE OF JUSTICE RESEARCH
613003.00,Housing Preservation and Development,2016,Collected Unearned Revenue Roll,2018,General Fund,FEDERAL - OTHER,613003.00,-35128.00,Federal Grants and Contracts-Categorical,HOUSING AND URBAN DEVELOPMENT,Continuum of Care - Shelter Plus Care
0.00,Housing Preservation and Development,2016,Collected Unearned Revenue Roll,2016,General Fund,FEDERAL - OTHER,0.00,-35128.00,Federal Grants-Categorical,HOLDING ACCT-UNDISTRIBUTD CASH,HOLDING ACCT UNALLOC FED RECPT
0.00,Mayoralty,2016,Collected Revenue,2016,General Fund,CITY FUNDS,0.00,-35153.97,MISCELLANEOUS,MISCELLANEOUS,N.G. CHECKS
12000000.00,Department of Finance,2016,Collected Revenue,2016,General Fund,CITY FUNDS,13800000.00,-35157.45,CHARGES FOR SERVICES,GENERAL GOVERNMENTAL CHARGES,ADMINISTRATIVE SERV TO PUBLIC
12000000.00,Department of Finance,2016,Collected Revenue,2016,General Fund,CITY FUNDS,13800000.00,-35157.45,CHARGES FOR SERVICES,GENERAL GOVERNMENTAL CHARGES,ADMINISTRATIVE SERV TO PUBLIC
788059843.00,Mayoralty,2016,Billed Revenue,2016,General Fund,FEDERAL - CD,1201496644.00,-35167.02,Federal Grants-Categorical,HOUSING AND URBAN DEVELOPMENT,CDBG-Disaster Recovery
205595.00,Housing Preservation and Development,2016,Billed Revenue,2017,General Fund,FEDERAL - OTHER,511448.00,-35176.00,Federal Grants-Categorical,HOUSING AND URBAN DEVELOPMENT,Continuum of Care - Shelter Plus Care
205595.00,Housing Preservation and Development,2016,Collected Unearned Revenue Roll,2017,General Fund,FEDERAL - OTHER,511448.00,-35176.00,Federal Grants-Categorical,HOUSING AND URBAN DEVELOPMENT,Continuum of Care - Shelter Plus Care
0.00,Housing Preservation and Development,2016,Collected Unearned Revenue Roll,2016,General Fund,FEDERAL - OTHER,0.00,-35176.00,Federal Grants-Categorical,HOLDING ACCT-UNDISTRIBUTD CASH,HOLDING ACCT UNALLOC FED RECPT
2129000000.00,Mayoralty,2016,Collected Revenue,2016,General Fund,CITY FUNDS,2129000000.00,-35180.00,TAXES,INCOME TAXES,UNINCORPORATED BUSINESS INC TX
22583741.00,Department of Health and Mental Hygiene,2016,Billed Revenue,2017,General Fund,FEDERAL - OTHER,20036030.00,-35183.14,Federal Grants-Categorical,HOUSING AND URBAN DEVELOPMENT,HOUSING OPPORTUNITIES FOR PEOPLE WITH AI
22583741.00,Department of Health and Mental Hygiene,2016,Accounts Left In Old Year,2017,General Fund,FEDERAL - OTHER,20036030.00,-35183.14,Federal Grants-Categorical,HOUSING AND URBAN DEVELOPMENT,HOUSING OPPORTUNITIES FOR PEOPLE WITH AI
22583741.00,Department of Health and Mental Hygiene,2016,Unbilled Revenue,2017,General Fund,FEDERAL - OTHER,20036030.00,-35183.14,Federal Grants-Categorical,HOUSING AND URBAN DEVELOPMENT,HOUSING OPPORTUNITIES FOR PEOPLE WITH AI
205595.00,Housing Preservation and Development,2016,Collected Unearned Revenue Roll,2016,General Fund,FEDERAL - OTHER,506270.00,-35188.00,Federal Grants-Categorical,HOUSING AND URBAN DEVELOPMENT,Continuum of Care - Shelter Plus Care
2074073.00,Department of Citywide Administrative Services,2016,Collected Unearned Revenue Roll,2016,General Fund,FEDERAL - OTHER,2074073.00,-35220.61,Federal Grants-Categorical,EDUCATION,TRIO: STUDENT SUPPORT SERVICES
-395000000.00,Mayoralty,2016,Collected Revenue,2016,General Fund,CITY FUNDS,-395000000.00,-35220.66,TAXES,GENERAL PROPERTY TAXES,REAL ESTATE TAX REFUNDS
-395000000.00,Mayoralty,2016,Collected Revenue,2016,General Fund,CITY FUNDS,-395000000.00,-35220.66,TAXES,GENERAL PROPERTY TAXES,REAL ESTATE TAX REFUNDS
50000000.00,Department of Education,2016,Collected Unearned Revenue Roll,2016,General Fund,OTHER CATEGORICAL,50000000.00,-35250.00,Non-Governmental Grants,NONGOVT GRANTS-EDUCATION,PRIVATE GRANTS
50000000.00,Department of Education,2016,Billed Revenue,2016,General Fund,OTHER CATEGORICAL,50000000.00,-35250.00,Non-Governmental Grants,NONGOVT GRANTS-EDUCATION,PRIVATE GRANTS
788059843.00,Mayoralty,2016,Billed Revenue,2017,General Fund,FEDERAL - CD,676718140.00,-35265.02,Federal Grants-Categorical,HOUSING AND URBAN DEVELOPMENT,CDBG-Disaster Recovery
788059843.00,Mayoralty,2016,Unbilled Revenue,2017,General Fund,FEDERAL - CD,676718140.00,-35265.02,Federal Grants-Categorical,HOUSING AND URBAN DEVELOPMENT,CDBG-Disaster Recovery
0.00,Miscellaneous,2016,Accounts Left In Old Year,2016,General Fund,CITY FUNDS,0.00,-35273.00,MISCELLANEOUS,MISCELLANEOUS,SUNDRIES
287941079.00,Department of Homeless Services,2016,Billed Revenue,2016,General Fund,FEDERAL - OTHER,328456412.00,-35281.00,Federal Grants-Categorical,Health and Human Services,TEMPORARY ASSISTANCE FOR NEEDY FAMILIES
0.00,Department of Homeless Services,2016,Collected Unearned Revenue Roll,2016,General Fund,FEDERAL - OTHER,0.00,-35281.00,Federal Grants-Categorical,HOLDING ACCT-UNDISTRIBUTD CASH,HOLDING ACCT UNALLOC FED RECPT
0.00,Department of Homeless Services,2016,Collected Revenue,2016,General Fund,CITY FUNDS,0.00,-35281.00,MISCELLANEOUS,MISCELLANEOUS,SUNDRIES
0.00,Department of Homeless Services,2016,Collected Unearned Revenue Roll,2016,General Fund,FEDERAL - OTHER,0.00,-35281.00,Federal Grants-Categorical,HOLDING ACCT-UNDISTRIBUTD CASH,HOLDING ACCT UNALLOC FED RECPT
0.00,Mayoralty,2016,Collected Unearned Revenue Roll,2019,General Fund,OTHER CATEGORICAL,0.00,-35295.65,Non-Governmental Grants,NONGOVT GRANTS - HOUSING,NYC Build It Back Home Repair Program
-95000000.00,Mayoralty,2016,Collected Revenue,2016,General Fund,CITY FUNDS,-110000000.00,-35297.48,TAXES,INCOME TAXES,REFUNDS OF UNICORP BUSN TAX
-95000000.00,Mayoralty,2016,Collected Revenue,2016,General Fund,CITY FUNDS,-110000000.00,-35297.48,TAXES,INCOME TAXES,REFUNDS OF UNICORP BUSN TAX
4234440.00,Administration for Children's Services,2016,Billed Revenue,2016,General Fund,STATE,4272721.00,-35299.00,State Grants-Categorical,SOCIAL SERVICES,MEDICAL ASSISTANCE ADMINISTRAT
5062099.00,Administration for Children's Services,2016,Billed Revenue,2016,General Fund,FEDERAL - OTHER,5101713.00,-35299.00,Federal Grants-Categorical,Health and Human Services,MEDICAL ASSISTANCE PROGRAM
602925335.00,Department of Social Services,2016,Billed Revenue,2017,General Fund,FEDERAL - OTHER,528141954.00,-35303.00,Federal Grants-Categorical,Health and Human Services,TEMPORARY ASSISTANCE FOR NEEDY FAMILIES
17500000.00,Department of Education,2016,Billed Revenue,2016,General Fund,STATE,17500000.00,-35312.50,State Grants-Categorical,EDUCATION,SPECIAL GRANTS-MISCELLANEOUS
0.00,Department of Education,2016,Collected Unearned Revenue Roll,2016,General Fund,STATE,0.00,-35312.50,State Grants-Categorical,HOLDING ACCT-UNDISTRBTED CASH,HOLDING ACCT UNALLOC STE RECPT
0.00,District Attorney - New York County,2016,Collected Unearned Revenue Roll,2016,General Fund,FEDERAL - OTHER,355734.00,-35317.90,Federal Grants-Categorical,JUSTICE,Harold Rogers Prescription Drug Monitoring Program
0.00,District Attorney - New York County,2016,Billed Revenue,2016,General Fund,FEDERAL - OTHER,355734.00,-35317.90,Federal Grants-Categorical,JUSTICE,Harold Rogers Prescription Drug Monitoring Program
0.00,Department of Health and Mental Hygiene,2016,Collected Unearned Revenue Roll,2020,General Fund,OTHER CATEGORICAL,334505.00,-35341.99,Non-Governmental Grants,NONGOVT GRANTS-OTHER,NON-GOVERNMENTAL GRANTS
78242518.00,Department of Education,2016,Billed Revenue,2016,General Fund,FEDERAL - OTHER,78242518.00,-35344.00,Federal Grants-Categorical,AGRICULTURE,SCHOOL BREAKFAST PROGRAM
0.00,Department of Social Services,2016,Collected Unearned Revenue Roll,2016,General Fund,FEDERAL - OTHER,0.00,-35354.32,Federal Grants-Categorical,HOLDING ACCT-UNDISTRIBUTD CASH,HOLDING ACCT UNALLOC FED RECPT
53869103.00,Department of Social Services,2016,Billed Revenue,2016,General Fund,FEDERAL - OTHER,54128962.00,-35354.32,Federal Grants-Categorical,Health and Human Services,CHILD SUPPORT ADMINISTRATION
4500000000.00,Mayoralty,2016,Collected Revenue,2016,General Fund,CITY FUNDS,4012690000.00,-35380.00,TAXES,INCOME TAXES,GENERAL CORPORATION TAX
0.00,Department of Parks and Recreation,2016,Billed Revenue,2017,General Fund,STATE,254540.00,-35395.67,State Grants-Categorical,MISCELLANEOUS,NATURAL HERITAGE TRUST #1
495049.00,Housing Preservation and Development,2016,Billed Revenue,2017,General Fund,FEDERAL - OTHER,495049.00,-35402.00,Federal Grants-Categorical,HOUSING AND URBAN DEVELOPMENT,Continuum of Care - Shelter Plus Care
495049.00,Housing Preservation and Development,2016,Collected Unearned Revenue Roll,2017,General Fund,FEDERAL - OTHER,495049.00,-35402.00,Federal Grants-Categorical,HOUSING AND URBAN DEVELOPMENT,Continuum of Care - Shelter Plus Care
0.00,Miscellaneous,2016,Accounts Left In Old Year,2016,General Fund,CITY FUNDS,0.00,-35402.17,MISCELLANEOUS,MISCELLANEOUS,SUNDRIES
0.00,Department of Transportation,2016,Billed Revenue,2017,General Fund,STATE,342978.00,-35407.83,State Grants-Categorical,TRANSPORTATION,TRANSPORTATION IMPROVEMENT
398000000.00,Mayoralty,2016,Collected Revenue,2016,General Fund,CITY FUNDS,390000000.00,-35420.38,TAXES,INCOME TAXES,UTILITY TAX
398000000.00,Mayoralty,2016,Collected Revenue,2016,General Fund,CITY FUNDS,390000000.00,-35420.38,TAXES,INCOME TAXES,UTILITY TAX
0.00,Department of Transportation,2016,Unbilled Revenue,2018,General Fund,STATE,335556.00,-35424.00,State Grants and Contracts-Categorical,TRANSPORTATION,TRANSPORTATION IMPROVEMENT
-29000000.00,Mayoralty,2016,Collected Revenue,2016,General Fund,CITY FUNDS,-29000000.00,-35435.30,TAXES,OTHER TAXES,REFUNDS OF ALL OTHER TAXES
-29000000.00,Mayoralty,2016,Collected Revenue,2016,General Fund,CITY FUNDS,-29000000.00,-35435.30,TAXES,OTHER TAXES,REFUNDS OF ALL OTHER TAXES
12000000.00,Department of Finance,2016,Collected Revenue,2016,General Fund,CITY FUNDS,13800000.00,-35440.00,CHARGES FOR SERVICES,GENERAL GOVERNMENTAL CHARGES,ADMINISTRATIVE SERV TO PUBLIC
12000000.00,Department of Finance,2016,Collected Revenue,2016,General Fund,CITY FUNDS,13800000.00,-35440.00,CHARGES FOR SERVICES,GENERAL GOVERNMENTAL CHARGES,ADMINISTRATIVE SERV TO PUBLIC
0.00,Department of Transportation,2016,Billed Revenue,2016,General Fund,FEDERAL - OTHER,1163677.00,-35458.72,Federal Grants-Categorical,TRANSPORTATION,HIGHWAY PLANNING AND CONSTRUCTION
0.00,Department of Transportation,2016,Collected Unearned Revenue Roll,2016,General Fund,STATE,0.00,-35458.72,State Grants-Categorical,HOLDING ACCT-UNDISTRBTED CASH,HOLDING ACCT UNALLOC STE RECPT
0.00,Police Department,2016,Billed Revenue,2016,General Fund,OTHER CATEGORICAL,0.00,-35461.06,Non-Governmental Grants,NONGOVT GRANTS-HIGHWAYS & STS,TEA- CITY WIDE CONSTRUCTION PROJECT
0.00,Mayoralty,2016,Collected Revenue,2016,General Fund,FEDERAL - CD,0.00,-35477.80,Federal Grants-Categorical,HOUSING AND URBAN DEVELOPMENT,EMERGENCY DEMOLITION PROGRAM
489701978.00,Administration for Children's Services,2016,Billed Revenue,2016,General Fund,FEDERAL - OTHER,489701978.00,-35481.00,Federal Grants-Categorical,Health and Human Services,CHILD CARE & DEVEL.BLOCK GRANT
0.00,Housing Preservation and Development,2016,Collected Unearned Revenue Roll,2016,General Fund,FEDERAL - OTHER,0.00,-35496.00,Federal Grants-Categorical,HOLDING ACCT-UNDISTRIBUTD CASH,HOLDING ACCT UNALLOC FED RECPT
7623284.00,Mayoralty,2016,Billed Revenue,2016,General Fund,FEDERAL - OTHER,7623284.00,-35504.00,Federal Grants-Categorical,OTHER,REIMBURSEMENT-OVERHEAD COSTS
-29000000.00,Mayoralty,2016,Collected Revenue,2016,General Fund,CITY FUNDS,-29000000.00,-35505.60,TAXES,OTHER TAXES,REFUNDS OF ALL OTHER TAXES
-29000000.00,Mayoralty,2016,Collected Revenue,2016,General Fund,CITY FUNDS,-29000000.00,-35505.60,TAXES,OTHER TAXES,REFUNDS OF ALL OTHER TAXES
0.00,Mayoralty,2016,Collected Revenue,2016,General Fund,CITY FUNDS,0.00,-35512.06,MISCELLANEOUS,MISCELLANEOUS,N.G. CHECKS
50000000.00,Department of Education,2016,Billed Revenue,2016,General Fund,OTHER CATEGORICAL,50000000.00,-35515.10,Non-Governmental Grants,NONGOVT GRANTS-EDUCATION,PRIVATE GRANTS
50000000.00,Department of Education,2016,Collected Unearned Revenue Roll,2016,General Fund,OTHER CATEGORICAL,50000000.00,-35515.10,Non-Governmental Grants,NONGOVT GRANTS-EDUCATION,PRIVATE GRANTS
0.00,Department of Health and Mental Hygiene,2016,Billed Revenue,2016,General Fund,FEDERAL - OTHER,333481.00,-35517.48,Federal Grants-Categorical,Health and Human Services,HEALTHY START INITIATIVE
1168847.00,Department of Citywide Administrative Services,2016,Collected Unearned Revenue Roll,2016,General Fund,OTHER CATEGORICAL,2562897.00,-35523.67,Non-Governmental Grants,NONGOVT GRANTS-OTHER,NON-GOVERNMENTAL GRANTS
13352351.00,Department of Youth and Community Development,2016,Billed Revenue,2016,General Fund,FEDERAL - OTHER,13352351.00,-35524.25,Federal Grants-Categorical,LABOR,W.I.A. OUT OF SCHOOL YOUTH
34006181.00,Department of Education,2016,Billed Revenue,2016,General Fund,FEDERAL - OTHER,34006181.00,-35554.00,Federal Grants-Categorical,EDUCATION,TITLE III-LEP &  IMMIGRATION STUDENT
373527.00,Housing Preservation and Development,2016,Collected Unearned Revenue Roll,2016,General Fund,FEDERAL - OTHER,430506.00,-35560.00,Federal Grants-Categorical,HOUSING AND URBAN DEVELOPMENT,SHELTER PLUS CARE
0.00,Department of Transportation,2016,Collected Unearned Revenue Roll,2016,General Fund,STATE,0.00,-35563.58,State Grants-Categorical,HOLDING ACCT-UNDISTRBTED CASH,HOLDING ACCT UNALLOC STE RECPT
0.00,District Attorney - New York County,2016,Billed Revenue,2016,General Fund,OTHER CATEGORICAL,185569.00,-35568.10,Non-Governmental Grants,NONGOVT GRANTS-OTHER,PRIVATE GRANTS
495049.00,Housing Preservation and Development,2016,Collected Unearned Revenue Roll,2016,General Fund,FEDERAL - OTHER,495049.00,-35589.00,Federal Grants-Categorical,HOUSING AND URBAN DEVELOPMENT,SHELTER PLUS CARE
50000000.00,Department of Education,2016,Billed Revenue,2016,General Fund,OTHER CATEGORICAL,50000000.00,-35600.00,Non-Governmental Grants,NONGOVT GRANTS-EDUCATION,PRIVATE GRANTS
50000000.00,Department of Education,2016,Collected Unearned Revenue Roll,2016,General Fund,OTHER CATEGORICAL,50000000.00,-35600.00,Non-Governmental Grants,NONGOVT GRANTS-EDUCATION,PRIVATE GRANTS
1442355.00,Department of Health and Mental Hygiene,2016,Billed Revenue,2016,General Fund,FEDERAL - OTHER,1442355.00,-35607.23,Federal Grants-Categorical,Health and Human Services,HIV Prevention Activities Non-Governmental Organization Base
17443.00,Department of Records and Information Services,2016,Collected Unearned Revenue Roll,2016,General Fund,STATE,222194.00,-35614.00,State Grants-Categorical,OTHER,LOCAL GOVERNMENT RECORDS MGMT
0.00,Housing Preservation and Development,2016,Billed Revenue,2016,General Fund,STATE,71288.00,-35614.00,State Grants-Categorical,OTHER,LOCAL GOVERNMENT RECORDS MGMT
524734901.00,Department of Education,2016,Billed Revenue,2017,General Fund,STATE,502242201.00,-35619.38,State Grants-Categorical,EDUCATION,PRESCHOOL SPECIAL EDUCATION
524734901.00,Department of Education,2016,Unbilled Revenue,2017,General Fund,STATE,502242201.00,-35619.38,State Grants-Categorical,EDUCATION,PRESCHOOL SPECIAL EDUCATION
4234440.00,Administration for Children's Services,2016,Billed Revenue,2016,General Fund,STATE,4272721.00,-35632.00,State Grants-Categorical,SOCIAL SERVICES,MEDICAL ASSISTANCE ADMINISTRAT
5062099.00,Administration for Children's Services,2016,Billed Revenue,2017,General Fund,FEDERAL - OTHER,5100441.00,-35632.00,Federal Grants-Categorical,Health and Human Services,MEDICAL ASSISTANCE PROGRAM
4500000000.00,Mayoralty,2016,Collected Revenue,2016,General Fund,CITY FUNDS,4371000000.00,-35638.55,TAXES,INCOME TAXES,GENERAL CORPORATION TAX
0.00,Mayoralty,2016,Collected Revenue,2016,General Fund,FEDERAL - CD,0.00,-35647.55,Federal Grants-Categorical,HOUSING AND URBAN DEVELOPMENT,EMERGENCY REPAIR
0.00,Department of Transportation,2016,Collected Unearned Revenue Roll,2016,General Fund,STATE,0.00,-35649.52,State Grants-Categorical,HOLDING ACCT-UNDISTRBTED CASH,HOLDING ACCT UNALLOC STE RECPT
1779139000.00,Mayoralty,2016,Collected Revenue,2016,General Fund,CITY FUNDS,1779139000.00,-35673.97,TAXES,GENERAL PROPERTY TAXES,REAL PROP TAX 2ND QUART
788059843.00,Mayoralty,2016,Billed Revenue,2016,General Fund,FEDERAL - CD,1237518675.00,-35677.65,Federal Grants-Categorical,HOUSING AND URBAN DEVELOPMENT,CDBG-Disaster Recovery
489701978.00,Administration for Children's Services,2016,Billed Revenue,2019,General Fund,FEDERAL - OTHER,489701978.00,-35700.00,Federal Grants and Contracts-Categorical,Health and Human Services,CHILD CARE & DEVEL.BLOCK GRANT
-29000000.00,Mayoralty,2016,Collected Revenue,2016,General Fund,CITY FUNDS,-29000000.00,-35706.64,TAXES,OTHER TAXES,REFUNDS OF ALL OTHER TAXES
-29000000.00,Mayoralty,2016,Collected Revenue,2016,General Fund,CITY FUNDS,-29000000.00,-35706.64,TAXES,OTHER TAXES,REFUNDS OF ALL OTHER TAXES
2129000000.00,Mayoralty,2016,Collected Revenue,2016,General Fund,CITY FUNDS,2167000000.00,-35715.00,TAXES,INCOME TAXES,UNINCORPORATED BUSINESS INC TX
1698000.00,Law Department,2016,Collected Revenue,2016,General Fund,CITY FUNDS,1698000.00,-35744.79,MISCELLANEOUS,MISCELLANEOUS,SUNDRIES
1698000.00,Law Department,2016,Collected Revenue,2016,General Fund,CITY FUNDS,1698000.00,-35744.79,MISCELLANEOUS,MISCELLANEOUS,SUNDRIES
12000000.00,Department of Finance,2016,Collected Revenue,2017,General Fund,CITY FUNDS,13800000.00,-35751.58,CHARGES FOR SERVICES,GENERAL GOVERNMENTAL CHARGES,ADMINISTRATIVE SERV TO PUBLIC
12000000.00,Department of Finance,2016,Collected Revenue,2016,General Fund,CITY FUNDS,13800000.00,-35751.58,CHARGES FOR SERVICES,GENERAL GOVERNMENTAL CHARGES,ADMINISTRATIVE SERV TO PUBLIC
12000000.00,Department of Finance,2016,Collected Revenue,2016,General Fund,CITY FUNDS,12000000.00,-35760.00,CHARGES FOR SERVICES,GENERAL GOVERNMENTAL CHARGES,ADMINISTRATIVE SERV TO PUBLIC
12000000.00,Department of Finance,2016,Collected Revenue,2016,General Fund,CITY FUNDS,12000000.00,-35760.00,CHARGES FOR SERVICES,GENERAL GOVERNMENTAL CHARGES,ADMINISTRATIVE SERV TO PUBLIC
